,tempos[s],u_1,u_2,u_3,u_4,u_5,u_bar,u_prime_1,u_prime_2,u_prime_3,u_prime_4,u_prime_5
97,0.0194,11.2914,6.6654,4.8025,3.4875,2.1108,4.729500000000001,-6.561899999999999,-1.9358999999999993,-0.07299999999999951,1.2420000000000009,2.618700000000001
98,0.0196,11.952,6.2008,4.4767,2.8641,1.7136,4.5378,-7.4142,-1.6630000000000003,0.06109999999999971,1.6736999999999997,2.8242
99,0.0198,11.8106,5.1866,3.5961,4.5597,1.7049,4.479616666666667,-7.330983333333334,-0.7069833333333335,0.883516666666667,-0.0800833333333335,2.7747166666666665
100,0.02,11.2149,4.3826,3.044,4.883,2.2719,4.302733333333333,-6.912166666666667,-0.07986666666666675,1.2587333333333333,-0.5802666666666667,2.0308333333333333
101,0.0202,11.921,3.2812,3.2245,5.1285,2.0819,4.2762166666666666,-7.644783333333333,0.9950166666666664,1.0517166666666666,-0.8522833333333333,2.1943166666666665
102,0.0204,11.8257,3.4262,3.4318,4.8369,1.7977,4.223116666666667,-7.602583333333333,0.7969166666666667,0.7913166666666669,-0.6137833333333331,2.425416666666667
103,0.0206,11.1979,4.1368,3.4134,6.6083,2.1342,4.5851999999999995,-6.612700000000001,0.44839999999999947,1.1717999999999993,-2.0231000000000003,2.4509999999999996
104,0.0208,11.9226,4.0223,3.3089,6.9284,2.4501,4.775516666666666,-7.147083333333333,0.753216666666666,1.4666166666666665,-2.1528833333333335,2.3254166666666665
105,0.021,11.8968,3.8897,2.9899,7.1323,2.8774,4.801183333333333,-7.095616666666667,0.9114833333333334,1.8112833333333334,-2.3311166666666665,1.9237833333333332
106,0.0212,11.2807,4.0949,3.8907,6.2022,3.2568,4.791083333333333,-6.489616666666667,0.6961833333333329,0.9003833333333331,-1.4111166666666675,1.5342833333333328
107,0.0214,11.9178,4.0949,3.2643,6.6864,2.6912,4.779333333333333,-7.138466666666667,0.6844333333333328,1.5150333333333328,-1.9070666666666671,2.088133333333333
108,0.0216,11.9403,2.9767,4.4,8.86,1.8804,5.013166666666667,-6.927133333333334,2.0364666666666666,0.6131666666666664,-3.8468333333333327,3.132766666666667
109,0.0218,11.3124,2.4176,5.7668,10.7445,1.2932,5.259383333333333,-6.053016666666667,2.841783333333333,-0.5074166666666668,-5.485116666666667,3.9661833333333334
110,0.022,11.867,2.9196,6.5369,10.1997,1.1375,5.447116666666667,-6.419883333333334,2.527516666666667,-1.089783333333333,-4.752583333333333,4.309616666666667
111,0.0222,11.9376,2.7119,7.9588,10.435,1.1837,5.708200000000001,-6.229399999999999,2.9963000000000006,-2.2505999999999995,-4.7268,4.524500000000001
112,0.0224,11.2427,2.3641,10.9557,11.5958,1.3248,6.250916666666668,-4.9917833333333315,3.8868166666666677,-4.704783333333332,-5.344883333333333,4.926116666666668
113,0.0226,11.8054,2.0048,10.2609,10.4776,1.4599,6.005199999999999,-5.800200000000001,4.000399999999999,-4.2557,-4.472400000000001,4.545299999999999
114,0.0228,11.947,4.0533,9.6766,6.8759,1.431,5.667766666666666,-6.279233333333333,1.614466666666666,-4.008833333333334,-1.2081333333333335,4.236766666666666
115,0.023,11.2967,7.3288,9.7604,8.4322,1.3516,6.365449999999999,-4.93125,-0.963350000000001,-3.3949500000000015,-2.0667500000000008,5.01385
116,0.0232,11.7612,8.5546,9.4022,10.0066,1.7606,6.9180666666666655,-4.843133333333335,-1.6365333333333352,-2.484133333333335,-3.088533333333335,5.157466666666665
117,0.0234,11.9601,8.6715,10.1209,9.6826,2.4708,7.154883333333333,-4.805216666666667,-1.5166166666666667,-2.9660166666666674,-2.5277166666666675,4.684083333333334
118,0.0236,11.3019,8.2077,7.0269,8.3209,3.1734,6.3424000000000005,-4.959499999999999,-1.8653000000000004,-0.6844999999999999,-1.9784999999999995,3.1690000000000005
119,0.0238,11.7152,7.5272,4.5043,7.4692,4.0818,5.886916666666667,-5.828283333333332,-1.6402833333333326,1.3826166666666673,-1.5822833333333328,1.8051166666666667
120,0.024,11.9693,6.4319,4.8254,7.8927,4.3906,5.922316666666666,-6.046983333333334,-0.5095833333333335,1.096916666666666,-1.9703833333333334,1.5317166666666662
121,0.0242,11.3228,6.5938,5.1285,7.0335,4.2665,5.728216666666667,-5.5945833333333335,-0.8655833333333325,0.5997166666666676,-1.3052833333333327,1.4617166666666677
122,0.0244,11.6889,5.2942,3.9874,7.0796,3.862,5.32275,-6.36615,0.028550000000000075,1.33535,-1.75685,1.46075
123,0.0246,11.9926,6.4513,6.8366,7.1389,3.6552,6.016533333333334,-5.976066666666665,-0.43476666666666564,-0.8200666666666656,-1.1223666666666654,2.3613333333333344
124,0.0248,11.4861,7.6795,7.0467,6.7974,3.2968,6.0552166666666665,-5.430883333333334,-1.6242833333333335,-0.9914833333333339,-0.7421833333333332,2.7584166666666663
125,0.025,11.647,6.7763,7.7207,6.1257,3.7135,6.001366666666667,-5.6456333333333335,-0.7749333333333333,-1.7193333333333332,-0.1243333333333334,2.287866666666667
126,0.0252,11.9872,6.3482,7.1191,5.9295,2.8975,5.717783333333333,-6.269416666666666,-0.6304166666666671,-1.4013166666666672,-0.21171666666666678,2.8202833333333333
127,0.0254,11.4499,5.8842,6.4916,6.2726,2.7214,5.4741833333333325,-5.975716666666667,-0.41001666666666736,-1.0174166666666675,-0.7984166666666672,2.7527833333333325
128,0.0256,11.5379,4.3068,6.8235,6.3303,3.8922,5.48605,-6.051850000000001,1.1792499999999997,-1.3374500000000005,-0.8442500000000006,1.5938499999999998
129,0.0258,11.9794,4.0533,7.767,6.3111,5.1241,5.876783333333333,-6.102616666666667,1.823483333333333,-1.8902166666666673,-0.4343166666666667,0.7526833333333327
130,0.026,11.4499,3.6287,8.4257,5.8354,4.7185,5.680700000000001,-5.769199999999999,2.052000000000001,-2.745,-0.15469999999999917,0.962200000000001
131,0.0262,11.4637,3.7159,9.3713,5.3437,3.4194,5.5567,-5.906999999999999,1.8408000000000002,-3.8145999999999995,0.21300000000000008,2.1373
132,0.0264,11.9747,3.3215,9.228,4.4933,6.9692,6.002183333333334,-5.9725166666666665,2.680683333333334,-3.225816666666666,1.5088833333333342,-0.967016666666666
133,0.0266,11.5124,4.28,10.9371,4.308,7.411,6.412516666666666,-5.0998833333333335,2.1325166666666657,-4.524583333333333,2.104516666666666,-0.9984833333333336
134,0.0268,11.4682,5.7841,11.3548,4.3566,6.1909,6.5302333333333324,-4.937966666666667,0.7461333333333329,-4.824566666666667,2.173633333333332,0.3393333333333324
135,0.027,11.9809,7.4081,10.603,4.2865,3.7135,6.336499999999998,-5.644400000000002,-1.0716000000000019,-4.2665000000000015,2.049999999999998,2.6229999999999984
136,0.0272,11.6022,5.0859,10.1039,4.3349,1.8679,5.503666666666667,-6.098533333333333,0.41776666666666706,-4.600233333333333,1.1687666666666665,3.635766666666667
137,0.0274,11.4219,4.4317,10.1152,4.0544,2.0311,5.3469500000000005,-6.07495,0.9152500000000003,-4.768249999999999,1.2925500000000003,3.3158500000000006
138,0.0276,11.9794,4.6875,11.1087,4.0285,3.2039,5.839266666666666,-6.140133333333334,1.1517666666666662,-5.2694333333333345,1.810766666666666,2.635366666666666
139,0.0278,11.647,5.4332,9.007,4.1116,3.6215,5.64135,-6.00565,0.20814999999999984,-3.3656499999999996,1.52975,2.01985
140,0.028,11.3685,6.4901,8.2619,4.2543,3.3554,5.626366666666667,-5.742133333333332,-0.8637333333333332,-2.635533333333334,1.372066666666667,2.270966666666667
141,0.0282,11.9738,7.9771,7.9918,4.5709,3.7675,6.05155,-5.922250000000001,-1.9255500000000003,-1.9402499999999998,1.4806499999999998,2.2840499999999997
142,0.0284,11.7152,7.6397,7.972,4.9293,3.6988,5.997233333333333,-5.717966666666666,-1.6424666666666674,-1.9747666666666674,1.0679333333333334,2.298433333333333
143,0.0286,11.3331,5.9533,7.681,5.6922,3.9225,5.7684500000000005,-5.564649999999999,-0.18484999999999907,-1.9125499999999995,0.07625000000000082,1.8459500000000006
144,0.0288,11.9729,4.807,7.2048,5.3316,5.4178,5.793816666666667,-6.179083333333332,0.9868166666666669,-1.4109833333333324,0.4622166666666674,0.37601666666666755
145,0.029,11.7894,3.9302,6.1575,4.4,3.5217,4.9713,-6.8181,1.0411000000000001,-1.1861999999999995,0.5712999999999999,1.4496000000000002
